OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,CONTRACT_LINK
EMS-GG-2020-018-00001,ADQUISICIÓN DE INSUMOS PARA LA EMERGENCIA SANITARIA DENTRO DEL DMQ.,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,FRAGA GALLEGOS CESAR FERNANDO,23/03/2020,31/03/2020,"$12.195,95",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=yTbcbVihSFWkF1qSwgs39_n9Ga_IDZzvQCa0LZRIuXc,&idSoliCompra=FLxGGwAuaxPRHYIHTVnoQ_Y3D2PW3EeBionEcml-hWk,"
AP-EMER-EPMTPQ-001-2-00006,ADQUISICIÓN DE MATERIALES Y SERVICIOS POR DECLARATORIA DE EMERGENCIA SANITARIA ?DESINFECCIÓN DE INFRAESTRUCTURA Y BUSES DE LA EPMTPQ?,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,VELASCO DACTO JUAN JOSE,21/03/2020,20/05/2020,"$152.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Nn9DZJADHR0wczzf-BETct0qsff40XYhw7L0a2zNJm4,&idSoliCompra=ZZob8VyN0RYGx0CgFqvIRX2fxlBzDb4L9b77k4wuJ2k,"
AP-EMER-EPMTPQ-001-2-00004,ADQUISICIÓN DE MATERIALES Y SERVICIOS POR DECLARATORIA DE EMERGENCIA SANITARIA – IMPLEMENTACIÓN DE CABINA PARA AISLAMIENTO DE CONDUCTOR CABINAS CONDUCTOR,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,ALVARADO FALCONI LEONORA ANATOLIA,25/05/2020,17/06/2020,"$109.470,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=TXUH2rxjStUfbwN1JgaHyTGqfURpPXYPsxL2fvXOaPM,&idSoliCompra=N2HRbbaF-3XZLKCgHHGJDgp3DAZewtbfOwNfpOL3KA8,"
AP-EMER-EPMTPQ-001-2-00001,ADQUISICIÓN DE MATERIALES Y SERVICIOS POR DECLARATORIA DE EMERGENCIA SANITARIA – 15.674 FRASCOS DE 500ML DE ALCOHOL EN GEL Y 600 GALONES DE ALCOHOL EN GEL,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,RODRIGUEZ VINUEZA PAOLA ELIZABETH,6/04/2020,28/04/2020,"$81.400,40",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=iSdokplc12z76O4oegrjWajSHLe4DTYgwV8-QxnupYQ,&idSoliCompra=8zDHmtwlet2RpMSPfuo6h0LTAVooUeka-qfT7AXSQXw,"
AP-EMER-EPMTPQ-001-2-00003,ADQUISICIÓN DE MATERIALES Y SERVICIOS POR DECLARATORIA DE EMERGENCIA SANITARIA – 83.820 MASCARILLAS QUIRÚRGICAS NO ARTESANALES,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,ALMACHI ANGOS RODRIGO MIGUEL,12/05/2020,11/06/2020,"$49.453,80",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=pnt5ZNhVpYj0WhJOMswMTAMbCb9CoXQzPI3XNbkTUEw,&idSoliCompra=Y-7mF0Y_QgbFCl248fUku3VrCl08XuwfBSrQ89ZzDEo,"
AP-EMER-EPMTPQ-001-2-00008,CSE-EPMTPQ-001-2020 - ADQUISICIÓN DE 25.500 MASCARILLAS PARA PREVENCIÓN DE RIESGOS DE CONTAGIO DE COVID 19 PARA DOTAR Y RENOVAR A LOS TRABAJADORES SERVIDORES DE LA EPMTPQ QUE SE ENCUENTRAN EXPUESTO EN LOS DIFERENTES PUESTOS DE TRABAJO,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,SALDARRIAGA BRACAMONTE LEIDY HASHIEL,9/07/2020,11/07/2020,"$25.245,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=nsHM17NfPudmg3RXuQikFQhVSrPOXIp543pOpE9B_Uw,&idSoliCompra=6nii1KJN7iJnCnjlnW2JNfe-Rc-4K1ScrN5DgG-d7dw,"
AP-EMER-EPMTPQ-001-2-00002,ADQUISICIÓN DE MATERIALES Y SERVICIOS POR DECLARATORIA DE EMERGENCIA SANITARIA – ADQUISICIÓN DE GUANTES DE EXAMINACIÓN,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,CORDOVA CALLE ANA GERARDINA,24/03/2020,26/03/2020,"$22.197,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Hg4aQKQ763D5WQqRewRohbiFQF5MjRgouu67ZTiB4jA,&idSoliCompra=LwzEqKcCpIorGBApL-IWaL3l2WqY6JVCjdSPWKqYEvI,"
AP-EMER-EPMTPQ-001-2-00007,ADQUISICIÓN DE MATERIALES Y SERVICIOS POR DECLARATORIA DE EMERGENCIA SANITARIA – 50 TRAJES DE PROTECCIÓN Y 200 TERMÓMETROS INFRARROJOS DE LARGA DISTANCIA,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO,ORESA S.A.,2/06/2020,9/06/2020,"$15.380,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=ad5UM0CRZmjdBin1n6SARzA2JxPFqW3wjHFDoiukgmo,&idSoliCompra=ZMIEHNaLeQLoLBLFxAdN3dm9YWZO6u8A0cu1CpeXaWM,"
072-2020-00001,TELA SINTÉTICA,PICHINCHA,FABRILFAME S.A.,FABRILFAME S.A.,POTOSI ARCINIEGA DIIGAR ALEXANDER,7/04/2020,8/04/2020,"$25.310,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=8g59zam0hKM5VWuhyZZcamq4pLOEt91mt0g6IHCrnUA,&idSoliCompra=4HBwdo1YvhP6Msb0Huyh7eweNRUZIcqki_Hy1zmaHTA,"
035-00005,"ADQUISICION DE RACIONES DE CAMPAÑA TIPO ?B?  PARA CONSUMO DEL PERSONAL MILITAR  QUE SE ENCUENTRA EN OPERACIONES MILITARES EN TODO EL  TERRITORIO NACIONAL, EN CUMPLIMIENTO AL ESTADO DE EXCEPCIÓN SEGÚN DECRETO EJECUTIVO NO. 1017 DE FECHA 17 DEMARZO DE 2020.",PICHINCHA,FUERZA TERRESTRE ,FUERZA TERRESTRE ,CORPORACION FAVORITA C.A.,1/05/2020,14/05/2020,"$577.137,82",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=dJOqfRf7DZ1wWzxEzT6M3LhVhh2ebYw4nfouj2AY7D0,&idSoliCompra=6XywDQggofqoXFU043GMXVFgNTN-zdaQSdnpM1mK0II,"
035-00002,ADQUISICION DE MASCARILLAS DE PROTECCIÓN PARA EL PERSONAL MILITAR DE LA FUERZA TERRESTRE QUE SE ENCUENTRA EN OPERACIONES MILITARES EN TODO EL TERRITORIO NACIONAL DEBIDO A LA EMERGENCIA SANITARIA DEL COVID-19,PICHINCHA,FUERZA TERRESTRE ,FUERZA TERRESTRE ,FABRILFAME S.A.,8/05/2020,13/05/2020,"$226.555,60",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=gTZtX9_lbghFCO5tjcXF0fEBxq8fEBrBMG8JQRSetaI,&idSoliCompra=yxi6-OpNYbbstI8hMTfSDggV1PCT7sPyifL0eIC61OI,"
035-00003,PRESTACIÓN DE SERVICIOS PARA LA TOMA DE PRUEBAS RAPIDAS PARA LA DETECCIÓN DEL COVID-19 DEL PERSONAL MILITAR DE LA FUERZA TERRESTRE QUE SE ENCUENTRA EN OPERACIONES MILITARES EN TODO EL TERRITORIO NACIONAL DEBIDO A LA EMERGENCIA SANITARIA DEL COVID-19,PICHINCHA,FUERZA TERRESTRE ,FUERZA TERRESTRE ,BUENO ENRIQUEZ CARLOS ROBERTO,8/05/2020,13/05/2020,"$187.140,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=e61veIuxYSuM_LfwyftwZ2gFTleRBjXgq9y8evvzhmo,&idSoliCompra=dI9rDXZEpHR446eG_Pix9l1VpXzfERFt4IoPLU0UDWo,"
035-00001,PRESTACIÓN DE SERVICIOS DE SALUD PARA LA REALIZACIÓN DE PRUEBAS PCR PARA DETECCIÓN DE CONTAGIO DE SARS-COV-2 COVID-19 DEL PERSONAL MILITAR DE LA FUERZA TERRESTRE QUE SE ENCUENTRA EN OPERACIONES MILITARES EN TODO EL TERRITORIO NACIONAL DEBIDO A LA EMERGENCIA SANITARIA DEL COVID-19,PICHINCHA,FUERZA TERRESTRE ,FUERZA TERRESTRE ,BUENO ENRIQUEZ CARLOS ROBERTO,8/05/2020,13/05/2020,"$175.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=l7LtiDG2G9DWNWHN7lnegBBY2OwdlzhgY_Yymttk7ug,&idSoliCompra=WqU22NkdHeAxz3564cnpwJKLbz_SkEtL4Swxwxrn7_Y,"
035-00004,PARA LA ADQUISICIÓN DE TARJES DE PROTECCIÓN PARA EL PERSONAL MILITAR DE LA FUERZA TERRESTRE QUE SE ENCUENTRA EN OPERACIONES MILITARES EN TODO EL TERRITORIO NACIONAL DEBIDO A LA EMERGENCIA SANITARIA DEL COVID-19,PICHINCHA,FUERZA TERRESTRE ,FUERZA TERRESTRE ,FABRILFAME S.A.,8/05/2020,13/05/2020,"$141.930,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=IbwXYCRkcpszun9h40oAFeJYbZOmIkcH4bf37lGFZkY,&idSoliCompra=GCZnAsvAy_HmrtMGfASGAnD3kFD4rFhYj60anfJEnO0,"
FPLAN-002-EMERGENCIA-00001,KITS DE ALIMENTOS PARA CDI`S PROVINCIA DE SANTA ELENA,PICHINCHA,FUNDACION PLAN ECUADOR,FUNDACION PLAN ECUADOR,REA LEMA FRANKLIN LUIS,4/07/2020,14/08/2020,"$63.136,89",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=B5O_h5G-zfwslJwBiC0C_GNOSJp2dCortx8u1O6zKGA,&idSoliCompra=kAeek64z4yXQZ7NATyYP_bJchL7YMXSbsSCm9f_mj4g,"
FPLAN-EMERGENCIA-00002,"KITS DE ALIMENTOS PARA CDI, SEGUN CONVENIO DE COOPERACION MIES - FUNDACION PLAN AMPARADOS EN LINEAMIENTOS ENVIADOS POR ENTIDAD",PICHINCHA,FUNDACION PLAN ECUADOR,FUNDACION PLAN ECUADOR,REA LEMA FRANKLIN LUIS,21/05/2020,15/06/2020,"$39.469,07",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=x1J7iZQtbQRrFuX9FjgvtI1-Xpro7c3MTWZDYIc8h3o,&idSoliCompra=B_VlUbpOB9VO-WU3Yp75c37sKkH_chaKw4ruJBOli4k,"
FPLAN-EMER-MANABI-00001,"KITS DE ALIMENTOS PARA CDI, SEGUN CONVENIO DE COOPERACIÓBN MIES",PICHINCHA,FUNDACION PLAN ECUADOR,FUNDACION PLAN ECUADOR,VALERIANO VELIZ DIOCLES ARIOSTO,28/05/2020,30/06/2020,"$34.769,43",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=kpsGxknGkXrPZGfzQFileYAHWGSqTO6_YZoOPPRW-6o,&idSoliCompra=hNYOCtsfIl9-O4CzXubJ7Wdz988eFHZNYwjA7x2iK9Q,"
FPLAN-002-EMERGENCIA-00002,"KITS DE ALIMENTOS PARA CDIS MANABÍ,SEGÚN CONVENIO DE COOPERACIÓN",PICHINCHA,FUNDACION PLAN ECUADOR,FUNDACION PLAN ECUADOR,MENENDEZ MOREIRA BARTOLA EFIGENIA,25/07/2020,14/08/2020,"$27.999,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=4u6NoEflh84fDxPPx9atA9BgGqlV_HavJP-PocpmEh8,&idSoliCompra=he3IgWmA7FLqRlDZTt6Y4dymbYq4D3jghCyP4Xbcp8s,"
FPLAN-EMERGENCIA-00001,KITS DE ALIMENTOS A SER ENTREGADOS EN CDI DEL CANTON SANTA ELENA SEGUN CONVENIO DE COOPERACION,PICHINCHA,FUNDACION PLAN ECUADOR,FUNDACION PLAN ECUADOR,REA LEMA FRANKLIN LUIS,28/04/2020,1/05/2020,"$26.597,20",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=gd_m9FibTw5_Zd5YUqevXLlzFM0U0QuiQqll_Bh1Mds,&idSoliCompra=telbWCPr4N944gAnPz-Rz9Z5MZ08Pf4KPeLGp2iX89M,"
MDMQ-SSU-001-2020-00001,ADQUISICIÓN DE REACTIVOS PARA DETERMINACIÓN DE COVID 19 POR PCR-POLIMERASA PARA LA SECRETARÍA DE SALUD DEL MUNICIPIO DEL DISTRITO METROPOLITANO DE QUITO,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,SALUMED S.A.,20/04/2020,25/05/2020,"$3.774.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=n0TyUc8TodTFb4nLYDUpqHL-dxBkyehzw8qMqYsdOUs,&idSoliCompra=PMohkkFjWJGC3m18Dy7rvH4ayok0LzMisa0jQjchlyM,"
UMSS-2020-001-00014,SERVICIO DE ALIMENTACION PARA PACIENTES Y PERSONAL EN EL CENTRO DE ATENCIO TEMPORAL QUITO SOLIDARIO,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,MIÑO ORTIZ MANUEL ANDRES MAURICIO,15/05/2020,15/11/2020,"$894.996,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=OZ7Pd1AYq26VuMbre7h0Ua6jSN18XbDNEOdo2UUYsUg,&idSoliCompra=AxhRsBOdyLACpjgmnt9BmrwzpRMvdZLiIfsDh0fBej4,"
UMSS-2020-001-00017,SERVICIO DE LAVANDERIA PARA LA ROPA HOSPITALARIA Y DEL PERSONAL DEL CENTRO DE ATENCION TEMPORAL QUITO SOLIDARIO,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,SANYCLEAN S.A.,22/05/2020,22/11/2020,"$529.200,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Z7EwGe_uJpU1qivpgKFPVzeuAzSDMBk8mwEzAM_EsD8,&idSoliCompra=4ZzriqGiNtufzy3yPrp-v2Zl2WGU97CTum9Aw0BL0SM,"
UMSS-2020-001-00013,MASCARILLA CON FILTRACION IGUAL O MAYOR AL 95%,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,XU WEIFENG,12/05/2020,17/05/2020,"$350.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=hnbvblDfsAHhlCRwvRcf73LvMkz6tymcuj52zq7tY48,&idSoliCompra=RusWVtM8NxMep-4EC01bZq-Hr3G3zwKB5nU-aK7Hwcw,"
UMSS-2020-001-00001,TRAJES DE PROTECCIÓN PERSONAL QUE CUMPLAN CON NORMAS DE CALIDAD,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,PERALTA TAPIA ANA LUCIA,9/04/2020,29/04/2020,"$310.500,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=xUyWZGEvDMoZ9lQAZ4lRxT2WC0cCwrxDVgIDHSOsjqA,&idSoliCompra=QvnCe0ou8DulwCfqmcEXIjMXmUZuUh0IWFk8ceSy87Q,"
UMSS-2020-001-00005,"SERVICIO DE SUMINISTRO, INSTALACION Y PUESTA EN MARCHA DE LOS SISTEMAS DE GASES MEDICINALES CONSTITUIDOS POR: OXIGENO PARA LA ATENCION A LA EMERGENCIA SANITARIA  COVID 19",PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,LINDE ECUADOR S.A.,23/04/2020,8/05/2020,"$293.311,55",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=M2EYIXv9XeWLKAj5NMRR_eZL9NcQ8ZPNmlxdXS2xEb0,&idSoliCompra=TQYqT-2Zz-G-6DPjF43wpE33Gp7XFBhLGE30_Af0Fvo,"
UMSS-2020-001-00011,SERVICIO DE LIMPIEZA HOSPITALARIA 24 HORAS PARA EL CENTRO DE ATENCIÓN TEMPORAL QUITO SOLIDARIO,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,INMOBILIARIA INTELCA CIA. LTDA.,14/05/2020,14/11/2020,"$276.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=zhfIx_cGIc3hJ5XPBiipsF9faqBawr5q6Acke93LTn0,&idSoliCompra=Das1W7jLXJF9XkgPtf0oWPeJBWo__k7zRHnai6sfyW8,"
UMSS-2020-001-00002,"MASCARILLA MÉDICA DESCARTABLE CON ELÁSTICO DE USO PARA EL PERSONAL DE SALUD, ALTA CAPACIDAD DE FILTRACIÓN",PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,TRUJILLO CAJAMARCA JONATHAN EDUARDO,7/04/2020,22/04/2020,"$221.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=nazxEtjJ6ss35qJoJK_tOyA6W7_VCh925IbKJI8DC_c,&idSoliCompra=GwHd3lX9h0kb1M4o8ctf80jepZ_3nfUWhMZcpPF8qnw,"
UMSS-2020-001-00007,TRAJES DE PROTECCIÓN REUTILIZABLE CON REGISTRO SANITARIO Y SOPORTE PROCESO DE ESTERILIZACIÓN,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,CEDEÑO MARTINEZ CARLOS XAVIER,24/04/2020,24/05/2020,"$176.700,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=VuBOCUJvrhdMRzaMBIhmHk9c-4sThoqzTL-EWhJGAHs,&idSoliCompra=gjHZYxwG8A8UFTMlw94DoFcl-5QtElHMkaMUNn9LNfo,"
SC-015-2020-00002,?ADQUISICIÓN DE MASCARILLAS QUIRURGICAS PARA GARANTIZAR EL ABASTECIMIENTO AL PERSONAL MUNICIPAL QUE REALIZARÁ ATENCIÓN MÉDICA A PACIENTES COVID Y DEMÁS PERSONAL QUE ESTARA EN PRIMERA LÍNEA?,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GORDON VENEGAS MARIA ANTONIETA,21/05/2020,17/06/2020,"$157.500,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=1n5E-fVKEwHOIJs9FptxjWtu-en6um-_4Cf8-5AhqL0,&idSoliCompra=OOsXqgNEhpq_MfVhI3qSyvins7mdsKWQLMMH32D1TBU,"
GADDMQ-AMT-2020-0001-00007,ADQUISICIÓN MASCARILLAS PARA LA AMT,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,DURAN OJEDA FRANK GERMANICO,22/05/2020,29/05/2020,"$105.300,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=EjPuulnKqfjmFabAzmdaSL3uO3XtXjebFXlzJJWOOjk,&idSoliCompra=FjYdzXxzRrtsWWEDQH4X8ECp3Pz5aP60SUr8r39NS08,"
UMSS-2020-001-00008,"ADECUACIÓN DE ESPACIOS, COLOCACIÓN DE MAMPOSTERÍA DIVISIONES Y CORTINAS EL CENTRO DE ATENCIÓN TEMPORAL QUITO SOLIDARIO",PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,FREILE CARDOZO MONICA INES,30/04/2020,15/05/2020,"$103.926,04",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=3TLCb5jJifh4wo7lloFuqkJFWgvCkrywyWFpD7LGEiY,&idSoliCompra=th3MDBgllQjkRgr69QdDCEp1KKtJQzDzGoAHVh50g24,"
JUR-2020-005-00001,EL CONTRATISTA SR. MIGUEL ANDRÉS CARVALLO NICOLALDE SE OBLIGA CON EL CACMQ A PROVEER MÁSCARAS 6200 MEDIA CARA Y FILTROS PARA MÁSCARA. VER CONTRATO.,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,CARVALLO NICOLALDE MIGUEL ANDRES,27/04/2020,20/05/2020,"$98.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=jX6C0TJAUrEXciULUUIgQA0Xkm06zSOIKLUTYy7x9hw,&idSoliCompra=sgHhcvZnNPNtCx5qf5T8-z0hXaM_esutXcGgWP7nj0Y,"
JUR-2020-005-00008,ADQUISICIÓN DE PRENDAS Y ACCESORIOS DE PROTECCIÓN PARA EL TALENTO HUMANO FRENTE AL CORONAVIRUS TRAJES DE BIOSEGURIDAD,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,LOAIZA TINOCO JUAN PABLO,27/04/2020,6/05/2020,"$74.936,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=RNusGhQ1deibao_2NKNHU5SVdn4TsSzh6s7fEzMUDTo,&idSoliCompra=CuTPtbnkca8UUaXJueZg98nn-xW-uZehJbJQUeJz4SI,"
UMSS-2020-001-00012,SERVICIO DE SEGURIDAD Y VIGILANCIA 4 PUESTOS 24 HORAS CON ARMA NO LETAL PARA EL CENTRO DE ATENCION TEMPORAL QUITO SOLIDARIO,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,SEGCOMPRI CIA. LTDA.,14/05/2020,14/11/2020,"$68.400,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=VObcR7s2pljwuY6ZGrvByAdZ74nmp2_BNHCVbbGZZcM,&idSoliCompra=QkJCeBKHIBIyxfMhlikJ8aoCFz09MqPIiflQwRBW0TQ,"
UMSS-2020-001-00024,ADQUISICIÓN DE HUMIDIFICADORES  DESCARTABLE PRECARGADO Y CÁNULA NASAL DE OXIGENO,PICHINCHA,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GIMPROMED CIA. LTDA.,9/06/2020,9/12/2020,"$64.106,14",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=oiGUPmSz6953It7pk_XP_pT5jypighqmjLnLxorRRtY,&idSoliCompra=SiY0SpOc5TY5txr10Resft-I5gtJjIpmCucllZ4yTNA,"
